bill_id,bill_number,title,description,state,subject,companion,relevant,session,filename,status,status_date,source,chat,url_final_text,url_initial_text
1936049,SB1517,Relating To Public Lands.,Authorizes the Board of Land and Natural Resources to lease public lands for recreational-residential use by public lottery and restrict participation in the public lottery to residents of the county in which the leased land is located. Lowers the maximum term for a lease of public lands for recreational-residential use to five years. Effective 4/23/2057. (SD1),HI,"Public Lands, Recreation-residence Use Leases, Public Lottery, BLNR",HB1348,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1517.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1517&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1517_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1517_.HTM
1935465,SB1518,Relating To Energy.,"Authorizes the Hawaii Technology Development Corporation to establish a two-year Hawaii Office of Naval Research Grant Program to provide 50 per cent matching grants to Hawaii awardees of alternative energy research grants from the United States Department of Defense Office of Naval Research. Requires the Department of Business, Economic Development, and Tourism to adopt administrative rules to implement the Hawaii Office of Naval Research Grant Program. Establishes the Alternative Energy Research and Development Revolving Fund. Appropriates funds.",HI,"DBEDT, HTDC, Alternative Energy Research, Matching Grants, Office of Naval Research, Appropriations ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1518.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1518&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1518_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1518_.HTM
1935376,SB1519,Relating To Prior Authorization.,"Establishes a comprehensive regulatory framework for prior authorization process in the State, including disclosure and notice requirements for utilization review entities regarding their prior authorization requirements and restrictions; qualifications and criteria for prior authorization review and appeals personnel; prior authorization process for non-urgent and urgent health care services, including the time frame by which utilization review entities must render a decision; adverse determination and appeal processes; prohibition of prior authorization for emergency health care services and medication for opioid use disorder; payments to health care providers; length and duration of prior authorizations; and exemptions for certain health care providers. Requires health insurers to utilize NCPDP SCRIPT Standard electronic prior authorization transactions by 1/1/2026. Requires utilization review entities to submit annual reports to the Insurance Commissioner each year. Requires the Insurance Commissioner to submit annual reports to the Legislature. Requires the Insurance Commissioner to adopt rules by 1/1/2026.",HI,"Insurance Commissioner, Ensuring Transparency in Prior Authorization Act, Prior Authorization, Utilization Review Entity, Adverse Determination, Health Care Services, Reports",HB954,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1519.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1519&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1519_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1519_.HTM
1915296,SB152,Relating To The Department Of Hawaiian Home Lands.,"Authorizes the Department of Hawaiian Home Lands to utilize funds in the Dwelling Unit Revolving Fund as collateral when DHHL is an eligible borrower of a loan guaranteed by the United States Department of Housing and Urban Development pursuant to the Housing and Community Development Act, as amended, subject to approval of the Hawaii Housing Finance and Development Corporation. Appropriates funds. (SD1)",HI,"HHFDC, DHHL, DURF, Collateral, Loans, Residential Homestead Lots, Housing",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB152.json,Introduced,2025-01-15,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=152&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB152_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB152_.HTM
1936270,SB1520,Relating To Family.,Establishes an exemption from mediation in paternity proceedings where there are allegations of domestic abuse. Clarifies the exemption from mediation in divorce proceedings as it relates to domestic abuse. (HD1),HI,"Paternity Proceedings, Divorce Proceedings, Domestic Abuse, Mediation",HB1283,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1520.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1520&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1520_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1520_.HTM
1935804,SB1521,Relating To Transportation.,"Requires the Department of Transportation or appropriate county department when disposing of a deceased cat or dog from a public roadway to scan the animal for a microchip, record certain information, and report that information to the appropriate county animal services or animal service contractors. Appropriates funds.",HI,"Deceased Pet Animals, Public Roadways, Microchips, Notification, Appropriation ($)",HB667,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1521.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1521&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1521_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1521_.HTM
1936413,SB1522,Relating To Vehicle Title Transfers.,"Clarifies that proof that a transferor has filed required notice forms with the County Director of Finance serves as a complete defense to any action brought against the transferor for an act or omission, civil or criminal, arising from the use, operation, or abandonment of the vehicle by another person. Requires, by 7/1/2026, the Judiciary to determine whether new forms or modification of the Judiciary's website is necessary to assist vehicle transferors and, if so, to create the forms or modify the website. (CD1)",HI,"Vehicle Title Transfers, Liability, Motor Vehicles",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1522.json,Passed,2025-05-29,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1522&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1522_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1522_.HTM
1936141,SB1523,Relating To Private Sector Collective Bargaining Rights.,Expands the types of employees protected by the Hawaii Employment Relations Act to include independent contractors and all individuals subject to the jurisdiction of the National Labor Relations Act of 1935. Appropriates funds. Effective 7/1/2050. (SD1),HI,"Collective Bargaining, Private Sector Workers' Rights, Labor, Unionization, Protections, DLIR, HLRB, Hawaii Employment Relations Act, Appropriations",HB931,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1523.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1523&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1523_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1523_.HTM
1935521,SB1524,Relating To Teacher Education.,Requires the Board of Regents to grant a waiver on all tuition and mandatory fees to a resident student enrolled in the College of Education at the University of Hawaii at Manoa for the semester or term that the student enrolls in a State-Approved Teacher Education Program.,HI,"UH, BOR, College of Education, Tuition Waiver, Mandatory Fee Waiver, State-Approved Teacher Education Program, Teacher Education, Resident Student",HB1345,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1524.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1524&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1524_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1524_.HTM
1935883,SB1525,Relating To Health.,"Requires electronic smoking device and e-liquid manufacturers to submit certifications with the Department of Taxation annually, stating that the manufacturer's products comply with federal regulations. Requires the Department of Taxation to maintain a directory of manufacturers of electronic smoking devices and e-liquids whose certifications the Department approved. Imposes penalties.",HI,"Department of Taxation, Cigarette and Tobacco Tax, Electronic Smoking Devices, E-Liquids, Directory, Penalties",HB1289,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1525.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1525&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1525_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1525_.HTM
1935977,SB1526,Relating To The Drug And Alcohol Toxicology Testing Laboratory.,Extends the lapse date for funds appropriated out of the Drug and Alcohol Toxicology Testing Laboratory Special Fund for fiscal years 2023-2024 and 2024-2025 for the establishment and maintenance of a drug and alcohol toxicology testing laboratory. (CD1),HI,"Drug and Alcohol Toxicology Testing, Laboratory Special Fund, Lapse Date, Drug and Alcohol Testing, Toxicology",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1526.json,Passed,2025-06-25,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1526&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1526_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1526_.HTM
1935494,SB1527,Relating To Cannabis.,Requires the Alcohol and Drug Abuse Division of the Department of Health to develop and implement a comprehensive messaging and informational campaign to prevent cannabis use among the State's youth. Requires the Division to establish and enter into contracts with community-based organizations to award grants to prevent substance misuse among youth through evidenced-based prevention programs. Requires a report to the Legislature. Appropriates funds.,HI,"DOH, ADAD, Informational Campaign, Prevention Services, Report, Appropriations ($)",HB1416,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1527.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1527&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1527_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1527_.HTM
1935638,SB1528,Relating To Cigarette Taxes.,"Beginning 1/1/2026, increases the cigarette tax from sixteen cents to eighteen cents and amends the disposition of cigarette tax revenues by allocating the increase in the cigarette tax amount to the Hawaii Cancer Research Special Fund. Effective 12/31/2050. (SD1)",HI,"Cigarette Tax, Hawaii Cancer Research Special Fund, Tax Increase, Revenue, Disposition",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1528.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1528&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1528_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1528_.HTM
1935944,SB1529,Relating To Transient Accommodations.,"Prohibits any person from charging any fees on a transient accommodation unit, room, or service that were not disclosed before the time of booking. Requires any person offering, listing, advertising, soliciting, or displaying a rate or price for the use or occupancy of a transient accommodation unit, room, or service to disclose at the time of booking in a clear and conspicuous manner, the total dollar amount that will be charged, including all resort fees and taxes and fees imposed by government entities. Establishes penalties. Effective 1/1/2026.",HI,"Transient Accommodations, Reservation Bookings, Disclosure, Taxes, Fees, Penalties",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1529.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1529&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1529_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1529_.HTM
1915470,SB153,Relating To Housing.,"Requires, for tenancies greater than 90 days, a landlord to notify a tenant of any intent to raise the rent for any subsequent rental agreement or any intent to terminate a rental agreement 60 days before the expiration of the original rental agreement. Requires 90 day's notice for a landlord or tenant to terminate tenancies of three years or more and 60 days' notice to terminate tenancies of less than three years, with certain exceptions. Increases the amount of notice required to terminate tenancies that are less than month-to-month.",HI,"Housing, Residential Landlord-Tenant Code, Notices, Intent to Raise Rent, Intent to Terminate",HB464,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB153.json,Introduced,2025-01-15,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=153&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB153_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB153_.HTM
1935730,SB1530,Relating To The University Of Hawaii.,Requires the Board of Regents or the President of the University of Hawaii to allocate general funds appropriated to the University of Hawaii to University of Hawaii program IDs in accordance with performance-based outcomes relating to student achievement and degree attainment. Requires the President to submit reports to the Legislature. Requires the President to propose at least three efficiency measures to the Director of Finance to produce a more effective budget.,HI,"UH, BOR, Director of Finance, President of the University of Hawaii, Performance-Based Outcome Funding Program, Efficiency Measures, Reports",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1530.json,Engrossed,2025-02-28,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1530&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1530_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1530_.HTM
1936603,SB1531,Relating To Nuisance Abatement.,"Offers rights and protections to citizens who bring civil nuisance abatement suits related to illegal gambling. Imposes a mandatory fine of $5,000 for violating nuisance abatement laws related to gambling offenses.",HI,"Gambling, Nuisance Abatement, Civil Suits, Victim Protection, Penalties",HB1219,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1531.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1531&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1531_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1531_.HTM
1936548,SB1532,Relating To The Hawaiian Homes Commission Act.,"Authorizes the Department of the Interior of the United States to adopt certain regulations for the purposes of the Hawaiian Homes Commission Act. Provides that not less than 5 of the members shall be beneficiaries who are native Hawaiian as defined in section 201(a) of the Act, and that not more than 4 of the members shall be descendants of not less than one-fourth part of the blood of the races inhabiting the Hawaiian Islands previous to 1778.",HI,"HHCA, Regulations, Native Hawaiians, Commission Members",HB1400,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1532.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1532&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1532_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1532_.HTM
1936618,SB1533,Relating To Clean And Sober Homes.,Requires a county conditional use permit for clean and sober homes with 5 or more residents. Requires registration of all clean and sober homes on registry maintained by the Department of Health. Requires DOH to conduct unannounced inspections of clean and sober homes on at least an annual basis.,HI,"County Zoning, Registry of Clean and Sober Homes, Mandatory Registration, DOH, Inspections",HB1217,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1533.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1533&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1533_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1533_.HTM
1936526,SB1534,Relating To Taxation.,"Establishes a general excise tax exemption for the gross proceeds or income from the manufacture, production, packaging, and sale of diapers. Establishes a surcharge on the general excise tax and use tax for the sale or use of luxury cars.",HI,"General Excise Tax, Exemption, Diapers, Luxury Car Surcharge, Use Tax",HB1335,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1534.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1534&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1534_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1534_.HTM
1936465,SB1535,Relating To Government.,"Provides for the transfer of certain parcels in the Liliha Civic Center area and Iwilei Fire Station area from various state agencies to the City and County of Honolulu. Provides for the transfer of the parcel of land on which Alii Place is sited from the City and County of Honolulu to the State. Repeals the sunset provision of Act 4, SLH 2024. Requires the City and County of Honolulu to accept the properties transferred in satisfaction of all amounts owed by Hawaii Housing Finance and Development Corporation under the Kapolei roadways, drainage, and sewer settlement. Exempts the land transferred from the definition of public lands for purposes of chapter 171, HRS.",HI,"Real Property, Public Lands, Transfer, City and County of Honolulu, DLNR, DAGS, HHFDC, Appropriations",HB800,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1535.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1535&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1535_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1535_.HTM
1936480,SB1536,Relating To The Hawaii Tourism Authority.,Repeals the exemption of the President and Chief Executive Officer of the Hawaii Tourism Authority from the State's Employees' Retirement System. Requires a retirant returning to service as the President and Chief Executive Officer of the Hawaii Tourism Authority to re-enroll into the Employees' Retirement System. (CD1),HI,"HTA, President and Chief Executive Officer, ERS Exemption, Repeal",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1536.json,Passed,2025-06-03,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1536&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1536_CD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1536_.HTM
1936576,SB1537,Relating To Wildlife Conservation.,Prohibits the feeding of feral non-native animals on state land within one-half mile of the ocean or a stream. Requires the Department of Land and Natural Resources to enforce certain penalties for violations. Requires the counties to adopt or amend ordinances to prohibit the feeding of feral non-native animals on county land within one-half mile of the ocean or a stream and impose certain penalties for violations. Establishes an annual reporting requirement to the Legislature.,HI,"DLNR, Wildlife, Feral Non-Native Animals, Prohibition, State Land, County Land, Penalties, Reports",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1537.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1537&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1537_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1537_.HTM
1936512,SB1538,Relating To Native Hawaiians.,"Requires the Department of Business, Economic Development, and Tourism to identify all legislative districts in the State in which a majority of the population consists of Native Hawaiians. Designates these districts as Native Hawaiian majority districts.",HI,"DBEDT, Native Hawaiians, Legislative Districts, Recognition",HB671,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1538.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1538&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1538_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1538_.HTM
1936590,SB1539,Relating To The Agribusiness Development Corporation.,Appropriates funds to offset the debt for the Waiahole Water System. Effective 7/1/2050. (SD1),HI,"Agribusiness Development Corporation, Waiahole Water System, Debt, Appropriations ($)",HB912,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1539.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1539&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1539_SD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1539_.HTM
1915568,SB154,Relating To Eviction Records.,Requires that all court records of any eviction proceeding be sealed within specified timeframes upon resolution of the proceeding. Authorizes the court to seal certain eviction records prior to the expiration of these timeframes upon motion by a tenant who is able to demonstrate that certain conditions apply. Requires the clerk of the court to provide access to sealed eviction records to the tenant. Makes it a discriminatory practice to require a person to disclose a sealed eviction record as a condition of certain real property transactions. Prohibits discrimination in real property transactions against a person with a sealed eviction record.,HI,"Eviction Records, Sealed Court Records, Landlord and Tenant, Summary Possession, Discriminatory Practices, Real Estate Transactions",HB463,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB154.json,Introduced,2025-01-15,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=154&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB154_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB154_.HTM
1936511,SB1540,Relating To Building Codes.,"Beginning 1/1/2028, makes the most recent Hawaii state building codes adopted by the state building code council supersede all existing county building codes and thereafter allows counties to remove requirements of the state building codes or add requirements to the state building codes only with prior council approval. Repeals the counties' authority to adopt, amend, and update the Hawaii state building codes for their respective county building codes.",HI,"Hawaii State Building Code, Counties, Amendments",HB745,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1540.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1540&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1540_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1540_.HTM
1936462,SB1541,Relating To The Waiahole Water System.,Appropriates funds for the Waiahole Water System for bond debt service and tunnel repair. Effective 7/1/3000. (HD1),HI,"Waiahole Water System, Bond Debt Service, Tunnel Repair, Appropriation ($)",HB781,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1541.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1541&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1541_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1541_.HTM
1936605,SB1542,Relating To Age Verification For App Developers And App Stores Act.,"Beginning 7/1/2027, requires app store providers to determine the age category for each of their users in the State and verify their age; provide a mechanism for parents to block minors from downloading unsuitable apps; and obtain parental consent before allowing a minor to use their app store or download and purchase apps. Requires certain app store providers to provide parents with a mechanism to set filters and usage limits for minors. Requires certain app store providers to display age ratings and content description for each app available in their app store. Establishes age verification and parental consent requirements for certain app developers. Establishes violations as unfair or deceptive act or practice. Requires the Department of Commerce and Consumer Affairs to adopt rules no later than 7/1/2026.",HI,"DCCA, Age Verification for App Developers and App Stores Act, Mobile Devices, Age Ratings, Age Categories, Minors, Parental Consent, Filters, Usage Limits, Penalty, Rules",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1542.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1542&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1542_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1542_.HTM
1936487,SB1543,Relating To Government Accountability.,Requires each purchasing agency to provide justification for hiring external consultants. Caps the amount each agency can spend on external consultants. Requires each agency to seek approval from the Legislature for consulting contracts exceeding a certain dollar amount. Requires each agency to disclose new contracts with external consultants. Requires annual reports to the Legislature. Requires the Compliance Audit Unit to conduct regular audits of agency consultant contracts to assess cost-effectiveness and compliance. Requires each chief procurement officer to ensure that inherent government functions are not delegated to a contractor. Effective 1/1/2491. (SD2),HI,"External Consultants, Purchasing Agencies, Disclosure Requirements, Spending Caps, Audit, Reports",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1543.json,Engrossed,2025-03-04,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1543&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1543_SD2_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1543_.HTM
1936610,SB1544,Relating To Wireless Communication Devices In Schools.,"Requires each public school to implement a policy to prohibit students from using cellular phones and other wireless communication devices during school hours, subject to exceptions for education, health, and emergencies.",HI,"DOE, Cellular Phones, Wireless Communication Devices, Prohibition",HB1303,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1544.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1544&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1544_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1544_.HTM
1936504,SB1545,Relating To Nepotism.,Repeals language in the State's Code of Ethics that exempts the legislative and judicial branches from prohibitions against nepotism in public employment. Effective 7/1/3000. (HD1),HI,"Code of Ethics, Nepotism, Prohibition, Legislative and Judicial Employees",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1545.json,Engrossed,2025-02-19,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1545&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1545_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1545_.HTM
1936572,SB1546,Relating To Retired Teachers.,Requires retirants rehired as teachers or administrators in teacher shortage areas or in difficult-to-fill positions to be paid at least the minimum salary for their experience and qualifications. Prohibits rehired retirants from receiving additional employment benefits. Directs the Department of Education to adopt rules to identify teacher shortage areas and difficult-to-fill positions.,HI,"DOE, Retirants, Benefits, Exemption, Teachers, Difficult-to-Fill Positions",HB841,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1546.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1546&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1546_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1546_.HTM
1936562,SB1547,"Relating To Special Purpose Revenue Bonds To Assist Aloun Kauai Farming, An Agricultural Enterprise, In The Finance, Operation, And Maintenance Of A Project To Revitalize The Dairy Industry.","Authorizes the Department of Budget and Finance to issue special purpose revenue bonds to assist Aloun Kauai Farming LLC, in the planning, design, construction, and maintenance of an integrated dairy. Effective 7/1/3000. (HD1)",HI,"BUF, Aloun Kauai Farming, Agricultural Enterprises, SPRB, Integrated Dairy ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1547.json,Engrossed,2025-02-28,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1547&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1547_HD1_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1547_.HTM
1936527,SB1548,Relating To Department Of Education Procurement.,Exempts Department of Education purchases of local edible produce and packaged food products less than a certain amount from the electronic procurement system requirement. Requires at least three written quotes for Department of Education purchases of local edible produce and packaged food products between certain amounts. Requires at least two written quotes for Department of Education purchases of local edible produce and packaged food products between certain amounts for certain schools in rural communities. Sunsets 6/30/2028.,HI,"Department of Education, Procurement, Small Purchases, Local Produce and Packaged Food Products",HB1293,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1548.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1548&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1548_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1548_.HTM
1936524,SB1549,Relating To The Knehili Community Hale.,"Authorizes the issuance of general obligation bonds and appropriates funds to the Department of Hawaiian Home Lands for a capital improvement project for the construction of the Knehili community hale, a new access road, and a parking lot at the Knehili homestead.",HI,"CIP, DHHL, Kānehili Homestead, Community Hale, Appropriation ($)",,,2025 Regular Session,./sample-data\HI\2025-2025_Regular_Session\bill\SB1549.json,Introduced,2025-01-23,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1549&year=2025,,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1549_.HTM,https://www.capitol.hawaii.gov/sessions/session2025/bills/SB1549_.HTM
